Date,Close,High,Low,Open,Volume,ticker,target
2021-08-20,144.6649169921875,144.96754045087513,143.28845394220284,143.93275769698107,60549600,AAPL,1
2021-08-23,146.1487274169922,146.61730507779947,144.3720141553827,144.78202147056598,60131800,AAPL,0
2021-08-24,146.0608673095703,147.27137582254224,145.6020463753851,145.8949130199866,48606400,AAPL,0
2021-08-25,144.83087158203125,146.74425443123712,144.28419502392072,146.24637657624294,58991300,AAPL,0
2021-08-26,144.03036499023438,145.57278230599707,144.00107981111,144.82110951404735,48597200,AAPL,1
2021-08-27,145.065185546875,145.2116114656549,143.33728522616812,143.97181740197544,55802400,AAPL,1
2021-08-30,149.4776153564453,149.83882401907485,145.07490345956626,145.45562564226032,90956700,AAPL,0
2021-08-31,148.21832275390625,149.16524992421503,147.6911597437249,149.0285807911714,86453100,AAPL,1
2021-09-01,148.88214111328125,151.29338682527435,148.71618680019012,149.19453621732464,80313700,AAPL,1
2021-09-02,149.99502563476562,151.0395800272227,148.77476016459727,150.20979354918074,71115500,AAPL,1
2021-09-03,150.62954711914062,150.9516989362315,149.44832378980732,150.10238418360416,57808700,AAPL,1
2021-09-07,152.9627227783203,153.51915609845358,150.71743128739138,151.28363626481305,82278300,AAPL,0
2021-09-08,151.42030334472656,153.3043860941943,150.31717858511598,153.24581573453693,74420200,AAPL,0
2021-09-09,150.40504455566406,152.39651120399355,150.28788894400816,151.79126431107525,57305700,AAPL,0
2021-09-10,145.42636108398438,151.7814983871202,145.1627795675759,151.31292061025323,140893200,AAPL,1
2021-09-13,145.99253845214844,147.8180505115286,145.21156570783384,147.04684942260073,102404300,AAPL,0
2021-09-14,144.5965576171875,147.4763957492906,143.4153491043727,146.7735217186003,109296300,AAPL,1
2021-09-15,145.4849090576172,145.88515965134906,142.88818092204215,145.02608811276684,83281300,AAPL,0
2021-09-16,145.25062561035156,145.42635157507343,143.71798000246844,144.90896023332135,68034100,AAPL,0
2021-09-17,142.58555603027344,145.27991132028194,142.29268938190515,145.27991132028194,129868800,AAPL,0
2021-09-20,139.539794921875,141.3945924183066,137.90952209387459,140.37933813407227,123478900,AAPL,1
2021-09-21,140.0181427001953,141.16032435989862,139.38361057442205,140.50624891873463,75834000,AAPL,1
2021-09-22,142.380615234375,142.94680544027904,140.28174918379625,141.0139086418493,76404300,AAPL,1
2021-09-23,143.33726501464844,143.581318108749,142.1755699033987,143.16153904107028,64838200,AAPL,1
2021-09-24,143.4250946044922,143.96201429353556,142.09744541695585,142.19507259526048,53477900,AAPL,0
2021-09-27,141.91197204589844,142.48794860245857,140.39885495340664,142.00959923062172,74150700,AAPL,0
2021-09-28,138.53428649902344,141.30672576458994,138.31951860844126,139.84240736288436,108972300,AAPL,1
2021-09-29,139.43246459960938,141.01392443951028,138.6514914443633,139.08102742453983,74602000,AAPL,0
2021-09-30,138.13406372070312,140.9455603850025,137.91929578685694,140.24268621892764,89056700,AAPL,1
2021-10-01,139.2566680908203,139.5202495626883,135.80088336468526,138.52450892126643,94639600,AAPL,0
2021-10-04,135.83013916015625,138.82711719595142,134.98083947383594,138.38780987258679,98322000,AAPL,1
2021-10-05,137.75332641601562,138.8564511470798,136.0449547897289,136.17186716291496,80861100,AAPL,1
2021-10-06,138.62216186523438,138.76858776803195,135.07850605934124,136.15234566592073,83221100,AAPL,1
2021-10-07,139.8814697265625,140.78935501402486,139.32503639848235,139.6569450430087,61732700,AAPL,0
2021-10-08,139.500732421875,140.7502829805711,139.16882381318146,140.60385709315267,58773200,AAPL,0
2021-10-11,139.4128875732422,141.36531233280488,138.43667519346084,138.88573944232053,64452200,AAPL,0
2021-10-12,138.14382934570312,139.8424445053315,137.68500826630617,139.82291608395988,73035900,AAPL,0
2021-10-13,137.55809020996094,138.03642474342516,135.88876048394778,137.88024208325538,78762700,AAPL,1
2021-10-14,140.34031677246094,140.457472412584,138.1438384418846,138.72957195503378,69907100,AAPL,1
2021-10-15,141.39459228515625,141.45316264244676,140.0962280805495,140.35005282323274,67940300,AAPL,1
2021-10-18,143.06390380859375,143.34699879821167,139.75454497889402,140.03763996851194,85589200,AAPL,1
2021-10-19,145.2213134765625,145.62156403141842,143.0638929755576,143.51294222106137,76378900,AAPL,1
2021-10-20,145.70945739746094,146.18780683574556,144.59657585778285,145.16278083703227,58418800,AAPL,1
2021-10-21,145.9242401123047,146.0804376870695,144.35253739380764,145.27017952577518,61421000,AAPL,0
2021-10-22,145.1529998779297,146.60754657748723,145.10418628692474,146.129212114762,58883400,AAPL,0
2021-10-25,145.10423278808594,145.81686377851983,144.1084918165859,145.1432747359116,50720600,AAPL,1
2021-10-26,145.76805114746094,147.25188335627817,145.46541277347194,145.77780790953028,60893400,AAPL,0
2021-10-27,145.30921936035156,146.16827612937263,144.9577823061733,145.80708231384622,56094900,AAPL,1
2021-10-28,148.9407501220703,149.5264686918417,146.1585385042387,146.25616571377768,100077900,AAPL,0
2021-10-29,146.2366180419922,146.373287179863,142.92725865743117,143.7179883048137,124953200,AAPL,0
2021-11-01,145.41659545898438,146.1389830509936,144.28418557941234,145.44588063726485,74588300,AAPL,1
2021-11-02,146.4513397216797,147.96447141770574,145.11391904923408,145.12369070330908,69122000,AAPL,1
2021-11-03,147.88641357421875,148.35499132920407,146.25614074482093,146.81257403590004,54511500,AAPL,0
2021-11-04,147.36900329589844,148.80402155525002,147.05660823548425,147.97425010568048,60394600,AAPL,1
2021-11-05,147.89691162109375,148.7963357946924,146.7041933888627,148.49327073720926,65463900,AAPL,0
2021-11-08,147.07574462890625,148.18047945260236,146.80200740282297,148.02405391839477,55020900,AAPL,1
2021-11-09,147.43743896484375,148.0435691533501,146.70421118808,146.84107977637362,56787900,AAPL,0
2021-11-10,144.61209106445312,146.77267581374304,144.54366421842147,146.6651351263565,65187100,AAPL,0
2021-11-11,144.5631561279297,146.0882672259821,144.37740273975967,145.62879163097531,41000000,AAPL,1
2021-11-12,146.6358184814453,147.03663842202138,144.18193940351156,145.11069182006318,63804000,AAPL,1
2021-11-15,146.6455841064453,148.48354686753203,146.08832372641191,147.00730510695527,59222800,AAPL,1
2021-11-16,147.62318420410156,148.1022316953491,146.00030323462437,146.58689139053743,59256200,AAPL,1
2021-11-17,150.05751037597656,151.53373689410836,147.61341784542643,147.62318884522813,88807000,AAPL,1
2021-11-18,154.33958435058594,155.12169711619316,149.62738067059388,150.27262482103686,137827700,AAPL,1
2021-11-19,156.9596405029297,157.41913113659675,153.02953515610952,154.12448394226502,117305600,AAPL,1
2021-11-22,157.4191436767578,161.99447854129045,157.3995867561447,158.06437288139423,117467900,AAPL,1
2021-11-23,157.80044555664062,158.18172351994562,155.50299185623751,157.51692237613375,96041900,AAPL,1
2021-11-24,158.3185577392578,158.51408217991857,156.06998937776268,157.15516717862224,69463600,AAPL,0
2021-11-26,153.30328369140625,156.8618824271744,152.8633499442556,156.00157185337474,76959800,AAPL,1
2021-11-29,156.65660095214844,157.58535337179862,155.23901498169408,155.80604638636365,88748200,AAPL,1
2021-11-30,161.60340881347656,161.8184901598309,156.34371666317804,156.41215841772612,174048100,AAPL,0
2021-12-01,161.0852508544922,166.49158221025922,160.85061260681175,163.73463874085127,152052500,AAPL,0
2021-12-02,160.0978546142578,160.52801734787488,154.27114554315142,155.1901268526862,136739200,AAPL,0
2021-12-03,158.22079467773438,161.271032766341,156.14820866843903,160.3520514474846,118023100,AAPL,1
2021-12-06,161.62295532226562,164.12570364495514,160.60620449270007,160.61597549233863,107497000,AAPL,1
2021-12-07,167.35189819335938,167.74296195252498,164.5754126322905,165.29886939857903,120405400,AAPL,1
2021-12-08,171.16470336914062,172.02502878126478,166.88264814477856,168.2806769394803,116998900,AAPL,0
2021-12-09,170.6563720703125,172.79740023657416,170.03068476799712,170.9985511071127,108923700,AAPL,1
2021-12-10,175.4369659423828,175.61294836881706,170.78341894665584,171.29179439045112,115402700,AAPL,0
2021-12-13,171.80992126464844,178.0570207166816,171.60461094345368,177.06959785970832,153237000,AAPL,0
2021-12-14,170.4314422607422,173.76518766396276,168.3588568100855,171.33086641701877,139380400,AAPL,1
2021-12-15,175.29029846191406,175.48582285763158,168.45661118755606,171.19399748026692,131063300,AAPL,0
2021-12-16,168.40777587890625,177.08919884301145,166.9315491019716,175.27079308478832,150185800,AAPL,0
2021-12-17,167.3128204345703,169.59071677301714,165.89524955752734,166.12987292514003,195432700,AAPL,0
2021-12-20,165.9539337158203,166.76537447490637,163.71515083501583,164.5168056737423,107499100,AAPL,1
2021-12-21,169.12144470214844,169.3267401361631,165.3379790393109,167.72341591348743,91185900,AAPL,1
2021-12-22,171.71217346191406,171.9272548095711,168.300214735498,169.17031112645324,92135300,AAPL,1
2021-12-23,172.33787536621094,172.8951357013555,171.35046721642092,171.9174985527305,68356600,AAPL,1
2021-12-27,176.29727172851562,176.38525547317582,173.11018066452525,173.1297226627458,74919600,AAPL,0
2021-12-28,175.280517578125,177.27490525734726,174.5375188860444,176.13107184612667,79144300,AAPL,1
2021-12-29,175.36854553222656,176.59059189162147,174.15627017338588,175.31966069433915,62348900,AAPL,0
2021-12-30,174.2149200439453,176.53193000592643,174.10737937130014,175.45652327947462,59773000,AAPL,0
2021-12-31,173.59901428222656,175.22188041192248,173.29593427269404,174.1073747963206,64062300,AAPL,1
2022-01-03,177.93972778320312,178.79028222604728,173.73590007898758,173.85321176039008,104487900,AAPL,0
2022-01-04,175.68138122558594,178.84893075193062,175.1143499260673,178.54586564233023,99310400,AAPL,0
2022-01-05,171.00831604003906,176.14091190448147,170.73457878734038,175.5934373990841,94537600,AAPL,0
2022-01-06,168.15354919433594,171.37975399378487,167.80159930862231,168.83789205056922,96904000,AAPL,1
2022-01-07,168.3197784423828,170.24572473108867,167.2052727402814,169.02367835082143,86709100,AAPL,1
2022-01-10,168.33935546875,168.6424206204467,164.40924966346103,165.29890311477462,106765600,AAPL,1
2022-01-11,171.16470336914062,171.26245812752686,166.99997473942338,168.46643037323963,76138300,AAPL,1
2022-01-12,171.60462951660156,173.21772467571947,170.91051556767007,172.1814317936139,74805200,AAPL,0
2022-01-13,168.33935546875,172.6702811972984,167.9482916298187,171.84906951188285,84505800,AAPL,1
2022-01-14,169.19964599609375,169.89375992557677,167.26391395832079,167.50832321300913,80440800,AAPL,0
2022-01-18,166.00277709960938,168.6814931182034,165.6214992398613,167.67452813175186,90956700,AAPL,0
2022-01-19,162.51263427734375,167.25418085979933,162.22912604138475,166.19833085017333,94815000,AAPL,0
2022-01-20,160.83108520507812,165.88546757565922,160.50846314939517,163.24585020445963,91420500,AAPL,0
2022-01-21,158.77798461914062,162.61031880386713,158.67044398232844,160.74302907265178,122848900,AAPL,0
2022-01-24,158.00570678710938,158.67050778679211,151.24045969712583,156.44149634340394,162294600,AAPL,0
2022-01-25,156.20681762695312,159.12017131763488,153.50854524070638,155.42470514878522,115798400,AAPL,0
2022-01-26,156.11886596679688,160.7137572085088,154.29068942101793,159.84366081362626,108275300,AAPL,0
2022-01-27,155.6593780517578,160.1760566161972,154.74039680395836,158.8171416631375,121954600,AAPL,1
2022-01-28,166.52090454101562,166.5404614570555,159.15929945417386,162.00422657695262,179935700,AAPL,1
2022-01-31,170.87139892578125,171.0864802658057,165.71924760028926,166.3547206203823,115541600,AAPL,0
2022-02-01,170.70523071289062,170.93008309016165,168.45666218750117,170.11864243059435,86213900,AAPL,1
2022-02-02,171.90771484375,171.94682868403083,169.45385093947993,170.84209391826516,84914300,AAPL,0
2022-02-03,169.033447265625,172.29876649074853,168.27089152715305,170.57811566132818,89418100,AAPL,0
2022-02-04,168.74960327148438,170.42349941150601,167.07570713146276,168.05458991972742,82465400,AAPL,0
2022-02-07,168.03500366210938,170.2766384169295,167.33999039041194,169.20965988540354,77251200,AAPL,1
2022-02-08,171.1380615234375,171.64708470161528,167.8098514342005,168.10351922686326,74829200,AAPL,1
2022-02-09,172.5574188232422,172.9196005956565,171.20655609241282,172.33228001362485,71285000,AAPL,0
2022-02-10,168.48529052734375,171.7743370940817,167.92733513885554,170.462637822063,90865900,AAPL,0
2022-02-11,165.07879638671875,169.42503845048873,164.49146072642745,168.69087634340775,98670700,AAPL,1
2022-02-14,165.31370544433594,165.99892030677,163.04269054419584,163.83558309476697,86185500,AAPL,1
2022-02-15,169.14111328125,169.29773807776493,166.654758116967,167.35955476472148,62527400,AAPL,0
2022-02-16,168.90618896484375,169.67949961629867,166.4589825612284,168.22097415914394,61177400,AAPL,0
2022-02-17,165.31370544433594,168.27971865617212,164.91235997613748,167.4182971510757,69589300,AAPL,0
2022-02-18,163.76707458496094,166.93864489391834,162.68051421778296,166.23386310925557,82772700,AAPL,0
2022-02-22,160.85000610351562,163.16995323151656,158.72581758393332,161.49605730830203,91162800,AAPL,0
2022-02-23,156.6897430419922,162.64133603328534,156.37649344425944,162.04421705709984,90009200,AAPL,1
2022-02-24,159.30335998535156,159.4110376690062,148.79015546543386,149.35790916683425,141147500,AAPL,1
2022-02-25,161.3688201904297,161.6331077669388,157.47285626304333,160.38013909716133,91974200,AAPL,1
2022-02-28,161.63307189941406,161.92673963359974,158.9998756125995,159.6165763607333,95056600,AAPL,0
2022-03-01,159.75364685058594,163.0818568508139,158.5496253630897,161.22197083806662,83474400,AAPL,1
2022-03-02,163.04270935058594,163.82581854222389,159.5089420061074,160.9185355637426,79724800,AAPL,0
2022-03-03,162.71963500976562,165.34304789639853,162.05400207433684,164.91233720332733,76678400,AAPL,0
2022-03-04,159.7242889404297,162.0540345545001,158.67689221468046,161.01642127862274,83737200,AAPL,0
2022-03-07,155.93600463867188,161.53521443024337,155.68148559760553,159.91026569329455,96418800,AAPL,0
2022-03-08,154.1152801513672,159.44040392728598,152.50991327214726,155.46614292973925,131148300,AAPL,1
2022-03-09,159.5089111328125,159.959203685233,156.04367342146804,158.06995256595388,91454900,AAPL,0
2022-03-10,155.17247009277344,157.00297572975708,152.68609998585092,156.81698565051138,105342000,AAPL,0
2022-03-11,151.4625244140625,155.9164439341305,151.23738556277695,155.57382899544626,96970100,AAPL,0
2022-03-14,147.4393310546875,150.865421052167,146.93032272367594,148.2518056179064,108732100,AAPL,1
2022-03-15,151.81491088867188,152.28478532825997,147.20438184151632,147.713390079557,92964300,AAPL,1
2022-03-16,156.21986389160156,156.62120932527256,151.19820652447248,153.73350876565036,102300200,AAPL,1
2022-03-17,157.22813415527344,157.60011436017203,154.30128444798586,155.26058530967927,75615400,AAPL,1
2022-03-18,160.51718139648438,161.00662274780382,156.38629519642316,157.1204572234023,123511700,AAPL,1
2022-03-21,161.88763427734375,162.8371517415441,159.5676719986422,160.0571133745572,95811400,AAPL,1
2022-03-22,165.2549591064453,165.8422796739602,161.42752475473955,162.01484532225444,81532000,AAPL,1
2022-03-23,166.61561584472656,168.9942934206818,164.1096638130363,164.4424952526729,98062700,AAPL,1
2022-03-24,170.39413452148438,170.4626485498089,166.6156463524789,167.44768776251115,90131400,AAPL,1
2022-03-25,171.0303955078125,171.57856745870845,169.10199529276142,170.20813758146855,80546200,AAPL,1
2022-03-28,171.89181518554688,172.01905978493204,168.3678313455488,168.53423961902578,90371900,AAPL,1
2022-03-29,175.18087768554688,175.22980987775352,172.61619451618012,172.95880948102644,100589400,AAPL,0
2022-03-30,174.01596069335938,175.8171010585222,172.96854916161706,174.77948791199498,92633200,AAPL,0
2022-03-31,170.92269897460938,174.27047582290578,170.7171270473916,174.08448573079536,103049300,AAPL,0
2022-04-01,170.62904357910156,171.18701389593227,168.30909632537671,170.35495761395958,78751300,AAPL,1
2022-04-04,174.671875,174.72082213453686,170.75634322214415,170.88360278462633,76468400,AAPL,0
2022-04-05,171.36318969726562,174.53477477488693,170.73670541562527,173.7516656886956,73401800,AAPL,0
2022-04-06,168.201416015625,169.9634078617043,166.537318414103,168.7202226513366,89058800,AAPL,1
2022-04-07,168.5048370361328,169.69907490999924,166.2632026288955,167.5455363451221,77594700,AAPL,0
2022-04-08,166.4981689453125,168.15248323813117,165.6269638660641,168.15248323813117,76575500,AAPL,0
2022-04-11,162.24977111816406,165.46050445879015,162.00505049807634,165.14726983208973,72246700,AAPL,1
2022-04-12,164.11949157714844,166.2828141709391,163.12102695263263,164.4718899777678,79265200,AAPL,1
2022-04-13,166.80160522460938,167.42808955183875,163.24827119923606,163.85517369033073,70618900,AAPL,0
2022-04-14,161.79949951171875,167.65322825491936,161.55477886000992,167.01694559853848,75329400,AAPL,0
2022-04-18,161.5841522216797,163.0818413516457,160.11582837374732,160.45842830966066,69023900,AAPL,1
2022-04-19,163.8649139404297,164.2760577080458,160.44862379550628,161.5351838977818,67723800,AAPL,0
2022-04-20,163.6985321044922,165.31369734743882,162.59240492951264,165.19622127922986,67929800,AAPL,0
2022-04-21,162.90565490722656,167.90774603308134,162.4064301142371,165.34307817395856,87227800,AAPL,0
2022-04-22,158.37339782714844,164.32500539707067,158.08952846576778,162.9447923826861,84882400,AAPL,1
2022-04-25,159.4404296875,159.72429911751857,155.11376965466397,157.71758646013552,96046400,AAPL,0
2022-04-26,153.4888458251953,158.91185066459684,153.41053339870618,158.8237547860096,95623200,AAPL,0
2022-04-27,153.26364135742188,156.4156292897006,152.09876878373368,152.61757531774515,88063200,AAPL,1
2022-04-28,160.18435668945312,161.04577820352466,155.57381282317428,155.88706244158715,130216800,AAPL,0
2022-04-29,154.3208465576172,162.69029635210208,153.92929946524063,158.42236732431553,131747600,AAPL,1
2022-05-02,154.62429809570312,154.88858563658798,150.0333364297974,153.40069487713816,123055300,AAPL,1
2022-05-03,156.11219787597656,157.31623426694395,153.0189401124905,154.81028218380573,88966500,AAPL,1
2022-05-04,162.51409912109375,162.964376768375,155.8968429541357,156.29818841895514,108256500,AAPL,0
2022-05-05,153.4594268798828,160.61505617925764,151.6778534074066,160.38991736716943,130525300,AAPL,1
2022-05-06,154.18484497070312,156.30234136161945,151.14584468974874,152.9398334410661,116124600,AAPL,0
2022-05-09,149.0675811767578,152.7633948486293,148.50880608897836,151.8810971374127,131577900,AAPL,1
2022-05-10,151.4693603515625,153.65548649022554,149.92045170349726,152.4594939260044,115366700,AAPL,0
2022-05-11,143.61697387695312,152.39084062039686,142.94055024144134,150.47921836254133,142689800,AAPL,0
2022-05-12,139.75453186035156,143.3228989996902,136.06853101088905,139.96040581157675,182602000,AAPL,1
2022-05-13,144.2150115966797,145.18553469561974,140.2937279042498,141.74459868206603,113990900,AAPL,0
2022-05-16,142.6759033203125,144.616949555646,141.34266624082053,142.68571610317943,86643800,AAPL,1
2022-05-17,146.3031005859375,146.8226694807634,143.7934664467187,145.9305738468132,78336300,AAPL,0
2022-05-18,138.0487823486328,144.46007380411618,137.14687404841018,143.96011558077154,109742900,AAPL,0
2022-05-19,134.64707946777344,138.87226008655338,133.91183880440775,137.12729010884627,136095600,AAPL,1
2022-05-20,134.8823699951172,137.93116906609265,130.00037534307543,136.3528515735585,137426100,AAPL,1
2022-05-23,140.29371643066406,140.4407585737006,134.941158046499,135.07840236616943,117726300,AAPL,0
2022-05-24,137.59783935546875,139.17615657107172,134.62746828487894,138.03898075989613,104132700,AAPL,1
2022-05-25,137.7546844482422,138.99968110716551,135.61757730341805,135.70580258630076,92482700,AAPL,1
2022-05-26,140.9505157470703,141.49949297179577,134.4411865880973,134.68626677474316,90601500,AAPL,1
2022-05-27,146.69520568847656,146.73441193920726,142.4013957458045,142.5288422380691,90978500,AAPL,0
2022-05-31,145.9109649658203,147.69515625482543,143.95032308788612,146.13644955191023,103718400,AAPL,0
2022-06-01,145.78350830078125,148.753879037452,144.77376414576858,146.95007745203338,74286600,AAPL,1
2022-06-02,148.23435974121094,148.29317661370146,143.9699569834941,144.92086964479174,72348100,AAPL,0
2022-06-03,142.51904296875,145.05807025566116,141.61714962601158,144.00911981753086,88570300,AAPL,1
2022-06-06,143.26412963867188,145.64631776796745,142.04852604987164,144.13661484785112,71598400,AAPL,1
2022-06-07,145.78350830078125,146.06779474236185,141.26422895235845,141.5093091448792,67808200,AAPL,0
2022-06-08,145.04830932617188,146.92071116560922,144.5581488005419,145.65610359122917,53950200,AAPL,0
2022-06-09,139.83294677734375,145.03844740252498,139.72511089989996,144.18557316361037,69473000,AAPL,0
2022-06-10,134.43142700195312,137.98998215242344,134.36279735008839,137.5194322486073,91437900,AAPL,0
2022-06-13,129.28472900390625,132.53938671229503,128.85338540144875,130.25523715092532,122207100,AAPL,1
2022-06-14,130.14739990234375,131.25516732822615,128.89259032192393,130.5101288143863,84784300,AAPL,1
2022-06-15,132.76480102539062,134.63721681119657,129.55916369072216,131.64723622939985,91533000,AAPL,0
2022-06-16,127.50055694580078,129.78470685138856,126.5006252583711,129.48080971072673,108123900,AAPL,1
2022-06-17,128.97103881835938,130.46113104749855,127.25547692933145,127.51036998343507,134520300,AAPL,1
2022-06-21,133.1961669921875,134.36275100339577,130.696361206463,130.7943843000857,81000500,AAPL,0
2022-06-22,132.6864471435547,135.04900927487205,131.2747825760473,132.13745484401576,73409200,AAPL,1
2022-06-23,135.54896545410156,135.8626603415122,132.9609190593017,134.12750324123766,72433800,AAPL,1
2022-06-24,138.8722381591797,139.1173183416044,137.01943257838917,137.1468641014651,89116800,AAPL,0
2022-06-27,138.8722381591797,140.66622688954945,138.19581446232633,139.8917651363233,70207900,AAPL,0
2022-06-28,134.7353057861328,140.59762053174873,134.61767206581916,139.3330131628478,67083400,AAPL,1
2022-06-29,136.49008178710938,137.90174634957765,133.98046254650382,134.75492447437682,66242400,AAPL,0
2022-06-30,134.0294952392578,135.6470189893978,131.13755113159218,134.54906419941244,98964500,AAPL,1
2022-07-01,136.19595336914062,136.3037892489926,132.99031531614665,133.36282702594735,71051600,AAPL,1
2022-07-05,138.77423095703125,138.82324999611623,134.23534018265374,135.05882114715405,73353800,AAPL,1
2022-07-06,140.10743713378906,141.28381901974345,138.30365057809186,138.56834136394644,74064300,AAPL,1
2022-07-07,143.469970703125,143.66603189279604,140.4603783389641,140.47017616296918,66253700,AAPL,1
2022-07-08,144.14639282226562,144.64636610420064,142.1465445700594,142.40142264422443,64547800,AAPL,0
2022-07-11,142.0190887451172,143.7542609845207,140.95054251842944,142.80334848304327,63141600,AAPL,1
2022-07-12,142.98959350585938,145.5286208059207,142.19553604555907,142.89155544175705,77588800,AAPL,0
2022-07-13,142.6268768310547,143.5679764107693,139.32318560371215,140.1760748610569,71185600,AAPL,1
2022-07-14,145.54820251464844,146.01875222020254,140.4309277214179,141.24459562470227,78140700,AAPL,1
2022-07-15,147.2147979736328,147.89122183493336,145.28356446993823,146.83247339444262,76259900,AAPL,0
2022-07-18,144.17578125,148.58722466683977,143.81305239727462,147.77355664160174,81420900,AAPL,1
2022-07-19,148.02845764160156,148.25392726287154,144.01894870347078,145.0090674390563,82982400,AAPL,1
2022-07-20,150.02830505371094,150.6949310490213,147.41085002655058,148.14609070693865,64823400,AAPL,1
2022-07-21,152.2928466796875,152.50851845862235,148.94994906470606,151.45956799212024,65086600,AAPL,0
