date,ticker,avg_sentiment,sentiment_std,news_count,positive_count,negative_count
2026-06-10,GOOGL,-0.11317341029644012,0.5693677627864614,8,1,2
2026-06-10,MSFT,-0.0659812867641449,0.4773708120519889,20,3,4
2026-06-10,TSLA,-0.2844873368740082,0.8105009881677327,4,1,2
2026-06-11,AAPL,-0.04674541524478367,0.3628730578218021,14,1,2
2026-06-11,AMZN,-0.17712326049804689,0.3960596508700361,5,0,1
2026-06-11,GOOGL,-0.015581088406699044,0.466989346448663,7,1,1
2026-06-11,MSFT,-0.09621208906173706,0.3042493398780616,10,0,1
2026-06-11,TSLA,-0.15371283888816833,0.8203670341886815,6,2,3
2026-06-12,AAPL,0.30960287650426227,0.4797215315692301,6,2,0
2026-06-12,AMZN,0.2984606424967448,0.46307491590137995,6,2,0
2026-06-12,GOOGL,-0.25162677963574726,0.40895323000939365,6,0,2
2026-06-12,MSFT,0.10462275835183951,0.4726621162170674,13,3,1
2026-06-12,TSLA,0.010173216462135315,0.5028391019087975,20,4,3
2026-06-13,AAPL,-0.325126310189565,0.5631352881257254,3,0,1
2026-06-13,AMZN,-0.4771352069718497,0.4351991937130889,14,0,8
2026-06-13,GOOGL,0.36686936020851135,0.5188316248260171,2,1,0
2026-06-13,MSFT,-0.047526379426320396,0.1646362077323662,12,0,1
2026-06-13,TSLA,0.09114772743648952,0.2734431823094686,9,1,0
2026-06-14,AMZN,-0.7575187534093857,0.16594353437047454,4,0,4
2026-06-14,MSFT,0.7882213592529297,0.0,1,1,0
